Column1	Column2	Column3	Column4	Column5	Column6	Column7	Column8	Column9
-0.0675	-0.0801	-0.281	-0.0744	-0.156	0.0548	-0.0252	-0.0613	0.953
0.117	-0.219	-0.0197	0.187	-0.0301	-0.223	-0.0902	-0.123	0.924
-0.253	0.256	-0.159	-0.283	0.00967	-0.153	0.311	-0.258	0.956
0.0597	-0.129	-0.0685	-0.279	-0.153	0.0974	0.269	-0.129	0.871
0.143	0.0815	0.0254	0.248	-0.00656	0.172	-0.181	-0.214	0.812
-0.203	-0.0262	-0.266	-0.0609	0.289	-0.1	-0.149	-0.226	1.07
-0.23	0.0289	-0.146	0.0554	-0.245	-0.0399	0.0706	-0.114	0.873
-0.209	-0.00669	0.228	0.302	-0.287	-0.28	-0.052	0.267	0.852
0.135	0.00488	0.312	0.201	0.0862	0.144	0.302	-0.149	0.719
0.0188	0.281	0.0982	0.19	0.214	0.0813	0.246	0.0507	0.852
0.202	-0.0732	0.282	-0.25	0.278	0.0284	0.211	0.00235	0.88
-0.019	0.000177	-0.111	-0.257	-0.305	-0.0758	-0.011	-0.00756	0.884
-0.0276	-0.161	0.28	0.0391	0.178	-0.272	-0.097	-0.12	0.918
0.064	0.0759	0.0488	-0.16	0.171	-0.266	0.0919	-0.0157	0.964
0.228	0.0318	-0.234	0.184	-0.291	0.131	-0.105	-0.0761	0.795
-0.139	0.0915	-0.31	-0.1	0.293	0.174	-0.165	0.0811	1.05
-0.0845	-0.161	0.0641	-0.211	0.192	-0.034	-0.227	-0.124	1.02
-0.136	0.284	0.277	0.00905	0.234	0.145	0.0779	-0.197	0.848
0.27	0.3	-0.31	-0.00662	-0.0454	0.288	-0.113	-0.0971	0.858
-0.226	-0.033	0.0648	-0.059	0.214	-0.161	-0.275	-0.218	1.02
0.2	0.049	-0.0832	-0.255	-0.189	0.266	0.109	-0.213	0.811
-0.228	0.197	0.149	-0.168	-0.115	0.204	0.0225	0.235	0.883
0.0646	-0.171	0.0207	-0.0735	-0.281	0.11	0.228	-0.275	0.776
-0.311	-0.135	-0.0193	0.0632	-0.0226	-0.235	0.0292	-0.0333	0.977
-0.207	0.273	0.304	-0.147	0.245	-0.176	-0.0569	-0.12	0.956
0.25	0.226	-0.261	-0.0267	-0.218	0.0297	-0.14	0.29	0.879
0.0842	0.0579	0.169	0.111	0.28	-0.0799	0.215	-0.296	0.826
-0.233	0.266	0.166	0.304	0.269	-0.245	0.14	0.0103	0.939
0.114	0.298	-0.0658	-0.0708	-0.0475	0.226	0.208	0.208	0.852
0.0118	-0.263	0.0947	-0.111	0.218	-0.0493	-0.003	-0.128	0.962
0.277	0.219	0.137	-0.00905	-0.125	0.12	-0.206	0.225	0.844
0.0799	0.0462	-0.0851	-0.077	-0.209	-0.0339	0.0394	0.0872	0.874
0.0114	-0.255	0.236	-0.0305	-0.139	-0.02	0.00767	0.162	0.873
-0.302	0.117	0.307	0.0721	0.0285	-0.0289	0.11	-0.239	0.835
-0.195	-0.216	0.234	0.135	0.295	0.167	-0.305	0.258	0.967
0.176	-0.209	-0.213	0.0465	-0.283	0.108	0.117	-0.252	0.791
-0.0948	-0.301	0.257	-0.256	-0.276	-0.0357	-0.236	-0.19	0.87
0.228	-0.143	-0.206	0.299	-0.092	0.0294	-0.0764	0.191	0.884
0.114	0.296	0.055	0.215	-0.0133	0.116	-0.207	0.0689	0.87
-0.114	0.164	0.00485	-0.136	0.252	-0.288	0.197	0.0527	0.998
0.237	0.0692	-0.0986	-0.165	-0.0527	-0.0661	0.0896	-0.0883	0.898
-0.22	0.204	-0.03	-0.265	0.0416	0.115	-0.165	0.0466	0.975
0.0897	0.2	0.144	0.0613	0.144	-0.119	-0.0238	-0.124	0.903
-0.19	0.0939	-0.275	-0.249	0.172	0.111	0.103	0.293	1.04
0.169	0.262	0.111	0.249	-0.193	0.0929	0.022	-0.255	0.734
-0.286	0.29	0.224	0.126	0.0302	0.153	0.068	0.302	0.86
-0.188	0.0799	0.0998	-0.0113	0.0272	0.314	-0.0507	-0.206	0.854
-0.0753	0.286	0.0343	0.154	0.184	-0.263	0.28	0.204	0.942
-0.0516	-0.307	0.296	0.0358	-0.239	-0.273	0.124	0.0451	0.858
-0.215	0.0189	-0.106	0.214	0.285	0.299	-0.251	-0.105	0.991
0.0357	-0.254	0.0215	0.13	-0.239	0.0861	-0.296	-0.224	0.875
-0.0738	0.0428	-0.172	0.249	0.177	-0.188	0.26	-0.273	0.937
0.0181	0.00289	-0.0454	0.0501	-0.199	-0.305	-0.0796	-0.193	0.916
0.215	0.241	-0.254	-0.214	0.273	-0.24	-0.275	-0.274	1.01
0.311	0.232	-0.0436	0.00135	0.127	0.0123	-0.313	0.134	0.944
-0.0444	0.139	0.00978	0.041	-0.0376	0.0644	-0.0169	-0.0776	0.895
-0.00807	-0.0149	-0.213	-0.247	-0.203	-0.208	-0.146	-0.299	0.931
0.00627	0.118	0.266	0.126	0.217	-0.0979	-0.261	-0.208	0.9
-0.186	-0.241	0.11	0.111	-0.0311	0.0592	0.104	-0.262	0.827
-0.183	-0.117	-0.167	0.0182	0.157	-0.191	0.123	0.223	1.04
0.141	-0.136	-0.0637	-0.305	0.195	-0.239	-0.0814	0.172	0.991
0.248	-0.259	-0.12	0.307	0.202	0.018	0.0699	0.121	0.907
0.0655	-0.163	0.234	0.184	-0.151	0.203	-0.251	-0.218	0.8
-0.0583	0.193	0.121	0.0581	-0.0916	-0.283	0.277	0.0995	0.872
-0.203	-0.209	0.307	-0.184	0.276	-0.216	0.257	0.108	0.964
-0.288	0.143	-0.0232	-0.296	-0.106	-0.253	-0.00315	0.0168	0.983
0.184	-0.294	-0.302	0.225	0.0513	-0.0331	-0.135	0.108	0.968
-0.0611	0.17	-0.252	0.0893	-0.119	0.163	0.0543	0.203	0.882
0.293	0.277	-0.167	-0.0274	0.263	0.139	-0.18	0.0879	0.975
-0.217	0.197	0.0348	-0.153	0.301	0.143	-0.222	0.0882	1.02
-0.16	0.273	0.0875	0.0266	0.249	-0.294	0.152	0.0977	0.987
0.162	-0.146	-0.0491	0.102	0.0248	0.253	-0.0608	-0.226	0.837
0.219	-0.116	0.298	-0.241	0.0354	0.25	0.273	-0.134	0.788
-0.0979	-0.0585	-0.0314	0.162	-0.104	0.196	0.302	-0.136	0.771
-0.289	0.125	-0.00839	0.29	-0.0696	0.275	-0.0991	-0.224	0.794
0.053	0.253	-0.22	-0.0681	0.0384	0.0993	-0.0505	-0.0545	0.953
-0.308	-0.135	-0.226	0.156	-0.258	-0.124	0.287	-0.269	0.836
0.00432	-0.16	0.165	-0.313	0.298	0.301	0.1	-0.0603	0.915
0.287	0.129	-0.23	0.283	-0.147	-0.0275	-0.294	0.308	0.897
-0.0448	0.192	0.204	-0.269	0.0155	0.279	0.231	-0.205	0.793
0.189	-0.0812	-0.072	-0.0855	0.257	0.113	0.225	0.175	0.978
-0.287	-0.283	0.177	-0.231	-0.122	0.3	0.194	-0.27	0.854
0.0819	0.184	-0.0356	-0.124	0.266	0.287	-0.0549	0.171	0.949
-0.112	0.0946	-0.183	-0.131	-0.153	-0.202	-0.269	0.0787	0.977
-0.0857	-0.07	-0.268	0.265	0.107	-0.243	0.277	0.255	0.967
-0.14	0.304	-0.0131	-0.0759	-0.283	-0.195	0.287	0.255	0.877
-0.222	0.0187	-0.117	0.0749	0.263	0.161	0.142	-0.241	0.928
-0.0239	-0.19	0.0829	-0.162	0.312	-0.0362	-0.0475	-0.00789	1.01
0.11	-0.212	0.214	-0.0304	0.0265	0.263	0.0247	0.0254	0.841
-0.142	-0.299	0.277	0.135	0.000648	0.308	0.267	0.09	0.768
0.119	0.149	0.17	-0.0604	0.203	-0.244	0.0624	0.033	0.922
-0.151	0.0585	0.0415	0.281	-0.122	0.146	-0.124	0.271	0.863
-0.242	0.0142	-0.0636	-0.29	0.124	0.229	-0.252	-0.208	1
-0.0426	-0.155	0.299	0.109	-0.0432	0.183	0.215	-0.00187	0.778
0.0112	-0.114	-0.307	-0.121	-0.145	0.118	0.189	0.0142	0.903
0.195	-0.0371	-0.0217	0.177	-0.0801	-0.092	-0.00102	-0.195	0.873
0.119	0.0171	-0.013	-0.249	0.0484	0.139	-0.21	0.0147	0.937
-0.214	-0.215	0.0465	0.0764	0.00236	0.126	0.0328	-0.0692	0.917
0.302	0.0438	-0.0253	-0.213	0.00272	0.211	-0.0629	0.249	0.916
-0.164	-0.308	-0.0995	-0.07	-0.174	-0.303	-0.203	0.262	0.996
-0.0321	-0.0372	0.173	-0.3	0.119	0.00805	-0.0813	-0.0288	0.945
-0.245	-0.127	-0.227	0.0175	0.288	0.233	0.111	0.0677	1.01
-0.211	0.107	0.229	0.232	-0.243	0.201	0.0159	-0.0395	0.736
0.256	0.11	-0.231	-0.185	0.268	-0.284	-0.0979	0.167	1
-0.0133	0.112	0.0254	-0.216	0.00612	-0.278	-0.214	-0.129	0.953
-0.248	0.278	-0.186	-0.153	-0.206	-0.223	0.101	-0.264	0.894
0.0478	0.173	-0.0818	0.156	0.24	0.225	0.0619	0.0173	0.898
0.287	0.125	-0.223	-0.293	0.106	-0.166	-0.255	-0.235	0.968
-0.0152	0.127	0.0385	0.183	-0.0672	0.0803	-0.207	-0.134	0.885
-0.00169	0.0263	-0.11	-0.218	0.0892	0.0437	-0.278	0.229	0.973
-0.0731	-0.252	-0.141	0.252	-0.211	-0.24	-0.0441	0.0136	0.93
-0.137	-0.252	-0.253	0.279	0.0408	0.177	0.061	0.0505	0.904
-0.111	-0.132	-0.28	-0.0628	0.123	0.052	0.209	-0.19	0.966
0.23	0.107	-0.302	-0.172	-0.25	0.259	-0.0653	-0.182	0.823
0.0752	-0.221	0.0572	0.146	-0.177	-0.105	-0.0339	-0.237	0.849
0.158	0.147	-0.154	0.27	0.264	0.0628	0.219	-0.0677	0.868
0.0446	-0.0543	-0.00543	0.0354	0.0849	-0.233	0.00364	0.0176	0.961
0.105	0.0275	-0.218	-0.297	0.0365	0.053	0.299	-0.185	0.922
0.0781	0.0131	0.151	0.151	-0.198	-0.192	-0.223	0.199	0.872
0.0279	-0.226	0.0182	-0.0202	-0.244	-0.0344	-0.159	0.00888	0.91
-0.196	-0.31	-0.0567	-0.164	-0.263	-0.0104	-0.0604	0.305	0.962
-0.0759	-0.247	0.195	0.249	0.0139	0.218	0.21	0.123	0.784
0.0431	0.208	0.256	-0.0783	0.0549	-0.0227	0.23	0.21	0.851
-0.0743	0.0721	-0.172	0.213	-0.0136	-0.113	-0.312	0.299	0.987
-0.245	0.298	0.17	-0.0611	-0.307	-0.154	-0.28	-0.0614	0.892
0.0627	-0.261	-0.195	0.106	-0.126	0.266	-0.208	-0.0734	0.924
-0.018	-0.174	-0.139	-0.259	-0.3	0.231	0.124	-0.281	0.827
-0.29	0.0834	-0.185	0.248	0.219	-0.169	0.108	0.0511	1.01
-0.057	-0.249	0.292	-0.0697	-0.223	-0.0821	-0.00658	-0.0684	0.868
0.268	-0.179	0.0991	-0.283	-0.128	0.207	0.0144	-0.247	0.825
0.266	0.257	-0.00837	-0.148	-0.00446	-0.159	0.304	-0.25	0.839
-0.172	-0.269	0.00868	-0.256	-0.129	0.274	-0.0481	0.267	0.952
0.161	0.208	0.128	0.275	-0.0676	-0.0753	0.19	-0.138	0.768
-0.145	-0.264	-0.296	-0.22	-0.2	-0.26	-0.0969	-0.122	0.979
0.167	0.28	-0.203	0.0207	-0.29	0.122	-0.22	0.0934	0.862
0.24	0.0697	-0.143	-0.0723	-0.0191	-0.0436	-0.162	0.0154	0.944
0.163	-0.181	-0.252	-0.296	0.0634	0.176	-0.226	0.0171	0.996
0.0453	-0.291	-0.215	0.126	0.126	0.251	-0.281	0.159	0.994
-0.141	0.24	-0.00636	-0.052	-0.0774	0.292	-0.0973	0.0261	0.877
0.297	0.278	-0.126	-0.148	0.14	-0.245	-0.133	-0.0134	0.971
-0.11	-0.172	0.147	0.278	-0.0474	-0.189	0.261	0.293	0.873
-0.302	0.192	-0.159	-0.0138	-0.171	-0.228	-0.143	0.223	0.961
0.028	0.175	0.223	0.298	-0.282	-0.193	-0.143	-0.135	0.793
0.00177	0.199	-0.305	0.195	0.275	0.0335	-0.202	-0.00488	1.01
0.246	-0.0364	-0.256	-0.0813	-0.135	0.307	0.163	0.227	0.879
-0.12	-0.0693	-0.143	0.0786	-0.238	0.161	0.298	0.181	0.821
-0.0588	-0.111	0.194	-0.203	0.2	-0.0251	0.131	0.249	0.965
0.204	-0.134	-0.0791	-0.0508	0.235	0.276	0.0668	0.0219	0.911
-0.0217	0.188	0.214	0.213	0.105	0.16	0.292	-0.276	0.674
0.0844	-0.175	0.145	0.253	0.0709	0.195	-0.236	0.146	0.888
-0.185	-0.13	0.0816	-0.291	0.0672	0.134	-0.152	-0.145	0.968
-0.16	-0.19	-0.205	0.155	-0.171	0.162	0.0145	0.243	0.906
0.152	0.125	0.132	0.148	-0.0688	0.232	-0.239	0.0272	0.833
-0.0866	0.29	0.275	-0.274	0.108	0.0802	-0.0461	-0.277	0.911
0.000646	-0.114	-0.00811	0.0229	0.0905	0.0129	-0.0444	0.206	0.964
0.17	0.0667	0.0394	-0.234	0.152	0.124	-0.25	-0.288	0.942
0.166	-0.0971	-0.231	-0.152	0.242	0.194	0.258	0.228	0.97
0.14	-0.211	-0.156	-0.0784	-0.167	0.049	-0.0444	0.304	0.908
0.0225	0.0913	0.0813	0.246	0.229	0.266	-0.209	0.0171	0.895
-0.212	-0.0586	0.198	0.0587	0.151	0.178	0.0859	-0.118	0.867
-0.148	0.226	-0.175	-0.0574	-0.104	-0.195	0.158	-0.0869	0.936
-0.218	-0.0948	-0.175	-0.113	0.265	0.105	0.204	0.151	1.01
-0.212	0.00143	0.157	-0.251	-0.00295	0.0765	-0.133	-0.0115	0.946
-0.128	0.141	-0.0861	-0.146	-0.0107	-0.00912	-0.225	-0.209	0.965
0.269	-0.286	-0.0418	-0.0834	0.0918	0.0198	-0.228	0.25	0.957
0.222	0.218	-0.265	-0.0542	0.0761	0.117	-0.284	-0.0339	0.966
0.00849	-0.154	0.218	0.0664	-0.314	-0.294	-0.186	-0.176	0.875
0.108	0.275	0.17	0.23	0.26	0.049	0.0858	0.196	0.874
-0.105	0.306	0.13	0.195	0.0306	-0.297	0.0151	-0.0294	0.901
-0.0182	-0.0184	0.231	0.0441	0.081	0.278	0.123	-0.0803	0.777
-0.0416	0.0451	0.312	0.213	0.142	0.275	0.156	-0.314	0.662
0.175	-0.0455	0.167	-0.149	0.179	-0.0298	0.0487	0.14	0.924
0.0286	-0.254	-0.147	-0.0273	-0.265	-0.267	0.287	-0.103	0.885
-0.233	-0.0316	0.139	-0.247	0.193	0.127	-0.0252	-0.255	0.96
0.152	-0.177	0.0371	-0.249	-0.229	0.00656	-0.137	0.16	0.897
0.0881	-0.0591	0.213	0.134	-0.178	-0.306	-0.157	-0.0914	0.877
0.13	-0.23	-0.0875	0.125	-0.183	0.286	-0.127	0.225	0.885
-0.124	-0.00316	0.235	0.124	-0.138	0.0939	-0.0916	0.158	0.848
-0.268	-0.259	0.0811	-0.12	-0.271	-0.231	-0.211	0.167	0.95
0.204	0.0765	0.123	-0.16	-0.2	-0.104	-0.00413	-0.284	0.828
0.0539	-0.184	-0.173	-0.0712	0.101	-0.246	-0.239	-0.258	1.01
0.249	-0.0979	-0.267	0.107	-0.0665	0.218	0.119	0.271	0.869
0.24	-0.0318	-0.113	0.196	0.205	0.0995	-0.0966	0.229	0.959
0.0206	-0.147	0.0297	0.0866	-0.145	-0.212	0.203	0.172	0.881
0.00352	-0.0122	-0.0381	0.229	-0.252	0.201	-0.0811	0.268	0.826
0.0884	-0.0252	-0.283	-0.126	-0.309	0.311	0.172	0.208	0.811
0.166	0.29	0.156	-0.115	0.178	0.283	-0.205	0.0157	0.912
0.0861	-0.135	-0.00695	0.182	0.0441	0.245	-0.314	-0.117	0.901
-0.147	0.0493	0.113	0.297	0.305	0.283	-0.222	-0.313	0.854
0.12	-0.175	-0.0753	0.0142	0.0941	0.0829	-0.302	-0.128	0.969
-0.00205	-0.146	-0.125	-0.275	-0.0703	0.111	-0.106	-0.275	0.935
0.107	-0.207	-0.235	-0.0745	-0.291	-0.287	0.11	-0.245	0.882
0.0162	0.3	-0.248	-0.0541	0.00419	-0.258	0.197	-0.136	0.92
0.104	0.108	0.0795	-0.143	0.0811	0.188	0.298	0.0499	0.854
-0.262	0.301	0.206	-0.268	-0.0791	0.25	0.206	0.181	0.857
0.256	-0.0526	-0.272	0.194	-0.286	-0.164	-0.234	-0.0876	0.876
-0.202	0.149	-0.277	0.259	0.149	0.254	-0.188	0.0791	0.973
-0.186	-0.0165	0.232	0.112	0.123	-0.231	0.0795	0.0653	0.924
-0.223	-0.0319	0.167	-0.0984	0.0287	-0.137	-0.153	0.0764	0.984
-0.123	0.295	0.0656	-0.0582	-0.223	0.237	-0.236	-0.0453	0.861
0.165	-0.162	-0.0565	0.244	-0.0102	-0.161	0.134	-0.0265	0.884
0.261	0.229	-0.249	0.202	0.206	0.293	0.0425	0.0081	0.858
-0.0875	-0.0471	-0.127	-0.0282	0.105	-0.19	0.213	-0.213	0.951
-0.119	0.24	0.211	0.305	-0.134	-0.294	-0.0295	0.235	0.867
0.00963	0.0817	-0.181	-0.161	-0.167	0.048	0.211	-0.0981	0.863
-0.231	0.224	0.29	0.00346	0.251	0.214	0.296	0.0816	0.826
0.0697	0.264	0.175	0.292	0.00898	0.0823	0.0877	-0.106	0.767
0.308	-0.0956	0.16	0.283	0.194	0.281	-0.262	-0.0932	0.84
-0.137	-0.229	-0.183	-0.106	-0.0629	0.262	0.203	0.129	0.931
-0.059	0.125	0.0425	-0.0104	0.168	0.257	-0.3	0.128	0.959
-0.0966	-0.231	0.0783	-0.253	-0.279	-0.0787	-0.288	0.207	0.915
0.224	-0.214	0.173	0.155	-0.287	-0.215	-0.3	-0.165	0.848
0.0239	-0.00336	-0.253	-0.00641	-0.114	-0.217	-0.306	0.151	0.953
0.0727	0.0735	-0.301	-0.281	0.261	-0.00192	0.0767	-0.148	1.02
-0.0596	0.232	0.305	0.134	-0.00282	-0.226	0.269	0.172	0.843
0.192	-0.263	-0.147	0.039	-0.288	0.0209	0.0581	-0.229	0.827
0.12	0.0775	-0.2	0.183	0.221	-0.101	-0.302	-0.182	0.969
0.123	-0.188	0.0614	0.117	0.123	0.216	0.105	0.0454	0.852
0.298	-0.259	-0.264	0.203	-0.254	-0.0486	0.201	-0.042	0.806
-0.0919	-0.277	-0.194	0.252	-0.208	0.25	0.0803	0.0598	0.844
-0.162	0.267	0.0745	-0.0427	0.0472	-0.138	-0.0654	-0.218	0.94
-0.0505	0.0864	0.178	-0.183	0.0135	-0.0349	0.114	0.00064	0.892
0.112	0.206	0.303	-0.147	0.123	-0.268	-0.186	0.0715	0.906
0.165	-0.244	-0.245	-0.183	-0.283	0.0505	0.0858	0.0233	0.885
0.297	-0.044	-0.295	0.131	0.288	0.1	0.0669	-0.18	0.937
-0.227	0.128	-0.029	-0.207	0.286	-0.151	-0.0698	0.0065	1.03
0.21	-0.217	0.0704	0.177	0.0322	-0.303	-0.0747	-0.0261	0.915
-0.0659	-0.011	-0.000419	-0.289	0.0775	0.0378	0.0401	-0.116	0.944
0.202	0.0397	-0.133	0.239	0.104	-0.0632	-0.238	0.235	0.966
0.0588	-0.216	0.101	0.0584	-0.259	0.173	0.0977	0.308	0.833
-0.166	0.12	-0.212	-0.0265	0.121	-0.16	-0.192	-0.0255	1.02
0.284	0.119	0.275	0.00127	0.235	0.138	-0.15	0.171	0.862
-0.121	0.147	0.126	0.0542	-0.225	0.199	0.126	-0.189	0.725
-0.105	-0.201	0.137	-0.255	-0.162	-0.0511	-0.0808	0.181	0.921
0.126	-0.292	0.151	0.149	0.31	0.158	0.209	0.0222	0.844
-0.194	0.0387	-0.175	-0.221	-0.0603	-0.105	0.184	-0.0616	0.975
-0.167	-0.305	-0.125	-0.0531	0.285	-0.227	-0.175	-0.0697	1.09
0.126	0.0713	-0.0769	-0.28	0.014	-0.096	0.167	-0.131	0.914
0.174	-0.161	-0.269	-0.0374	-0.18	0.299	0.305	-0.0196	0.79
-0.247	0.248	-0.237	0.214	-0.0957	0.0799	0.0248	-0.297	0.816
-0.0515	0.0936	0.231	-0.0151	-0.0602	0.0749	0.225	-0.182	0.777
0.277	0.27	-0.0879	0.275	-0.0219	0.24	-0.121	-0.261	0.782
0.2	-0.305	-0.0167	0.182	-0.22	0.237	0.298	0.227	0.753
0.106	0.28	0.268	0.242	-0.198	0.262	-0.303	0.192	0.804
-0.205	0.107	-0.0611	0.181	-0.0705	-0.126	0.219	-0.0863	0.866
-0.306	0.232	-0.0738	0.27	-0.21	-0.0177	0.294	-0.0926	0.76
-0.245	-0.193	0.241	0.305	-0.153	0.0869	-0.308	0.0392	0.86
0.147	-0.308	-0.0309	-0.304	-0.0898	-0.133	0.109	-0.269	0.938
0.0745	-0.093	0.0526	0.156	0.04	-0.0471	0.202	0.3	0.906
0.00869	0.0459	-0.289	-0.0539	-0.207	-0.197	0.0548	-0.0497	0.906
0.217	-0.267	0.205	-0.0783	0.0451	0.0881	0.121	0.0588	0.851
-0.217	-0.127	0.27	-0.295	-0.0684	0.0726	0.034	-0.183	0.885
-0.253	0.0566	0.148	-0.0796	0.112	-0.105	-0.201	0.114	0.97
-0.032	0.109	-0.222	-0.291	-0.0676	0.201	-0.093	0.268	0.964
-0.305	0.302	-0.17	0.168	0.0884	-0.26	-0.0411	0.113	1
-0.218	-0.147	0.0153	-0.295	0.0462	0.123	0.243	0.037	0.952
0.0617	-0.247	0.159	-0.263	0.0548	0.114	-0.259	-0.279	0.919
-0.233	0.131	0.0323	0.106	-0.0481	0.0885	-0.154	-0.201	0.891
-0.0913	-0.228	0.211	-0.167	0.134	-0.0395	-0.173	-0.0952	0.939
0.0124	0.261	-0.192	0.0524	-0.265	-0.198	-0.172	0.223	0.892
0.116	0.187	-0.183	-0.184	0.164	0.126	0.304	0.0396	0.912
0.29	-0.0984	0.134	-0.159	0.0298	-0.31	-0.18	-0.311	0.898
-0.197	0.0835	-0.209	-0.146	0.0997	-0.101	-0.103	-0.0985	1.02
-0.148	0.144	-0.243	0.0021	-0.0904	-0.025	-0.273	-0.0446	0.945
0.15	0.0982	-0.0145	0.0971	-0.232	0.00118	-0.184	0.292	0.863
0.272	0.291	0.136	0.138	0.056	-0.308	0.107	0.181	0.901
-0.0527	-0.272	-0.00788	0.188	-0.129	0.104	0.213	-0.299	0.766
0.11	-0.201	0.158	-0.195	0.0901	0.191	-0.0846	0.196	0.93
0.251	0.101	-0.0939	0.0446	-0.242	0.115	0.213	0.152	0.798
0.069	0.0611	-0.144	-0.0203	0.233	-0.0745	0.0523	0.0121	0.986
0.26	-0.296	0.16	-0.238	-0.0524	0.113	0.162	-0.0154	0.863
-0.00114	0.14	-0.196	-0.191	0.264	-0.13	-0.00563	0.23	1.04
0.268	0.124	0.141	-0.263	-0.0921	0.224	0.288	-0.283	0.762
-0.307	-0.117	0.0472	0.159	-0.262	-0.0469	0.139	0.0496	0.859
0.0623	0.304	-0.281	0.129	-0.186	-0.202	0.233	-0.0742	0.858
0.182	-0.251	-0.306	-0.286	-0.0747	-0.205	0.0975	-0.0934	0.97
0.00231	-0.194	-0.0166	0.11	-0.26	0.0339	0.227	-0.164	0.785
-0.0641	-0.0748	0.162	-0.0865	0.0976	-0.159	-0.265	-0.18	0.95
0.0594	0.179	-0.0894	-0.312	0.0723	-0.0493	-0.182	-0.0126	0.968
-0.308	0.13	0.216	0.251	0.0573	-0.296	0.208	0.177	0.921
-0.233	-0.0568	0.15	0.223	-0.142	-0.106	0.118	0.308	0.874
-0.141	0.115	-0.113	-0.117	0.306	0.215	-0.16	0.162	1.02
-0.0329	0.169	-0.2	0.0561	-0.125	0.301	-0.31	0.0684	0.902
0.167	-0.296	-0.0869	0.248	-0.00309	-0.187	0.0296	0.256	0.952
-0.0698	0.0872	-0.0537	-0.245	0.284	0.053	0.147	0.115	1.01
-0.27	0.289	-0.276	0.251	-0.146	0.205	0.271	-0.0977	0.79
-0.189	0.102	-0.0708	0.279	-0.195	0.0451	0.171	-0.0168	0.798
-0.113	-0.00969	-0.0398	0.247	0.0973	-0.000728	0.132	-0.225	0.856
-0.17	-0.162	0.134	-0.0619	-0.0307	-0.294	0.0999	-0.0835	0.949
0.165	-0.123	-0.0442	0.235	0.0681	0.181	0.308	-0.00812	0.784
-0.269	-0.281	-0.298	-0.000193	0.124	-0.288	-0.0341	-0.164	1.09
0.17	-0.25	-0.308	-0.0967	-0.284	-0.283	-0.261	0.114	0.93
0.224	-0.0556	0.303	-0.273	-0.0988	-0.237	0.233	0.28	0.844
-0.214	-0.1	-0.306	0.198	-0.0485	0.25	-0.259	-0.105	0.942
0.0751	-0.167	-0.0681	-0.222	0.132	0.269	0.0577	0.194	0.958
0.177	0.217	0.0872	-0.108	-0.233	-0.167	-0.207	0.112	0.881
-0.312	-0.234	-0.0803	-0.073	0.254	0.276	-0.138	0.00248	1.03
0.173	0.154	-0.00758	-0.0609	-0.0331	0.117	0.0472	0.239	0.899
-0.0834	-0.175	0.185	0.192	-0.183	-0.0715	-0.216	0.0646	0.896
0.229	-0.0248	0.0832	-0.3	-0.0932	0.272	0.0435	-0.301	0.825
0.179	0.118	-0.278	-0.244	-0.0635	0.281	0.206	-0.177	0.854
-0.234	-0.277	0.144	0.241	0.000403	-0.0744	0.0455	-0.217	0.884
-0.295	-0.169	-0.12	0.226	-0.133	0.0369	0.271	-0.162	0.829
0.215	-0.0295	-0.153	0.307	0.239	0.108	0.204	0.251	0.858
-0.237	-0.271	0.18	-0.312	0.183	-0.273	0.297	-0.186	0.985
0.174	0.175	0.103	-0.275	0.0638	0.201	0.238	-0.25	0.837
0.209	-0.182	-0.158	0.0557	0.171	-0.084	0.00365	0.0942	0.986
-0.202	-0.249	0.245	-0.23	-0.0176	0.176	-0.157	-0.174	0.911
0.0612	-0.274	-0.23	0.291	0.213	-0.0589	0.126	-0.036	0.953
-0.157	-0.0388	0.00933	0.188	0.0856	-0.208	-0.0958	-0.0947	0.963
-0.195	-0.0458	-0.278	0.281	-0.177	0.19	-0.252	0.0319	0.893
0.164	-0.201	0.0814	0.156	-0.0719	-0.204	-0.243	0.159	0.912
-0.0747	-0.214	0.286	0.0639	-0.144	-0.184	0.0882	-0.109	0.841
-0.131	0.282	-0.0211	0.241	-0.219	-0.0829	-0.285	0.0748	0.887
0.291	-0.0917	-0.0995	-0.247	0.202	0.00107	0.0347	-0.217	0.95
0.0972	-0.243	-0.0472	-0.177	0.021	0.308	0.196	-0.196	0.882
-0.0581	0.0434	0.0761	0.105	-0.203	0.163	-0.242	0.114	0.886
-0.162	0.107	0.0285	-0.149	-0.0864	0.146	0.0782	-0.124	0.857
0.0672	0.231	-0.171	-0.00296	0.0483	-0.0425	-0.0004	0.232	0.949
-0.188	0.2	0.279	-0.164	-0.0485	0.0852	0.189	-0.128	0.846
0.0376	-0.0563	0.264	0.251	-0.231	-0.185	0.0416	0.134	0.809
-0.177	-0.237	-0.0826	-0.31	0.183	0.291	0.0232	-0.18	0.974
-0.15	-0.303	-0.295	0.17	-0.0285	0.112	0.00414	-0.071	0.976
-0.0295	-0.259	-0.168	-0.236	-0.138	0.1	-0.164	0.0382	0.954
-0.195	-0.066	-0.0846	-0.0721	0.151	0.269	-0.216	-0.187	0.981
0.0239	-0.295	0.0613	-0.181	0.284	-0.153	-0.212	0.29	1.01
0.287	-0.0405	0.134	-0.137	-0.253	0.222	0.0404	-0.281	0.735
0.0211	0.0128	-0.263	0.259	0.299	-0.287	0.287	-0.0445	0.978
-0.191	0.231	-0.284	0.054	0.176	-0.2	-0.181	-0.268	1.04
